Epoch,TrainAccuracy,TrainLoss,ValidationAccuracy,ValidationLoss
0,0.4538287818431854,2.725435495376587,0.3632768988609314,3.9803855419158936
1,0.4945943057537079,2.295264959335327,0.377401202917099,3.416126012802124
2,0.5078827738761902,2.1420674324035645,0.3926554024219513,3.392322540283203
3,0.5195946097373962,2.0674993991851807,0.3943503499031067,3.4003188610076904
4,0.5292794108390808,1.9707536697387695,0.39322033524513245,3.415321111679077
5,0.5414413809776306,1.8831743001937866,0.393785297870636,3.376879930496216
6,0.5450448393821716,1.844733476638794,0.413747638463974,3.093738317489624
7,0.5484233498573303,1.800078272819519,0.46064043045043945,2.428278684616089
8,0.5549548268318176,1.7551294565200806,0.5058379769325256,1.9502146244049072
9,0.5583332180976868,1.7235223054885864,0.49679848551750183,2.0333969593048096
10,0.5630629062652588,1.6914128065109253,0.49905839562416077,2.009591579437256
11,0.5677927136421204,1.6616830825805664,0.5143125653266907,1.8521901369094849
12,0.5725226402282715,1.6331332921981812,0.5431259870529175,1.6236649751663208
13,0.5772525668144226,1.6065977811813354,0.5809791088104248,1.383846640586853
14,0.5786038041114807,1.5805644989013672,0.5939733982086182,1.2543607950210571
15,0.5819820165634155,1.5585962533950806,0.6075326800346375,1.1958173513412476
16,0.5858108401298523,1.5336565971374512,0.632956326007843,1.0807744264602661
17,0.5862613320350647,1.5225844383239746,0.6335212588310242,1.0811305046081543
18,0.5882883667945862,1.5064142942428589,0.6580034494400024,0.999223530292511
19,0.5930181741714478,1.4885773658752441,0.6659131646156311,0.952779233455658
20,0.6033787131309509,1.363893985748291,0.6252351999282837,1.1529518365859985
21,0.6042795777320862,1.3541325330734253,0.6218454241752625,1.1657658815383911
22,0.6063064932823181,1.3447014093399048,0.6252351999282837,1.1517744064331055
23,0.6090090870857239,1.3354880809783936,0.6269301176071167,1.1402459144592285
24,0.6126126646995544,1.3264286518096924,0.6286249756813049,1.1330636739730835
25,0.6126126050949097,1.317397117614746,0.6291900277137756,1.1281957626342773
26,0.614414393901825,1.3082284927368164,0.6297549605369568,1.12336266040802
27,0.6177927255630493,1.2981449365615845,0.632014811038971,1.1163215637207031
28,0.6193693280220032,1.287794589996338,0.6342747211456299,1.1120184659957886
29,0.6195945143699646,1.285207748413086,0.634839653968811,1.1140187978744507
30,0.6186935305595398,1.2782402038574219,0.633709728717804,1.1126368045806885
31,0.6202701926231384,1.2747178077697754,0.633709728717804,1.1123782396316528
32,0.6220719218254089,1.2664282321929932,0.636534571647644,1.1082412004470825
33,0.622972846031189,1.2598625421524048,0.6382294297218323,1.1033414602279663
34,0.6256755590438843,1.2525105476379395,0.6382294297218323,1.0982224941253662
35,0.6292793154716492,1.2454558610916138,0.6393593549728394,1.0931204557418823
36,0.6288289427757263,1.2387431859970093,0.6410543322563171,1.0880837440490723
37,0.6297298073768616,1.2323246002197266,0.6421842575073242,1.083099126815796
38,0.6324324607849121,1.2260611057281494,0.6438791751861572,1.0781469345092773
39,0.6335585713386536,1.2198283672332764,0.6433141827583313,1.0732091665267944
40,0.6454960107803345,1.1072933673858643,0.649528980255127,1.0060688257217407
41,0.6457211375236511,1.1045622825622559,0.652353823184967,0.9914286136627197
42,0.6450453996658325,1.103073239326477,0.652918815612793,0.980186402797699
43,0.6457209587097168,1.101226806640625,0.6540487408638,0.9715209007263184
44,0.6463965177536011,1.099385142326355,0.6551786661148071,0.9642328023910522
45,0.6470722556114197,1.0973942279815674,0.6563085317611694,0.9576722979545593
46,0.6475227475166321,1.0951294898986816,0.6574385166168213,0.9516078233718872
47,0.6466218829154968,1.0925978422164917,0.6568735241889954,0.9459488987922668
48,0.6466218829154968,1.0898616313934326,0.6585684418678284,0.9406440854072571
49,0.6475228071212769,1.0869859457015991,0.6596984267234802,0.9356558322906494
50,0.6488741040229797,1.084025502204895,0.6613933444023132,0.9309576749801636
51,0.6481984257698059,1.0810198783874512,0.6636532545089722,0.9265267848968506
52,0.6497750282287598,1.0779950618743896,0.664783239364624,0.9223423600196838
53,0.6513515710830688,1.074967861175537,0.66534823179245,0.9183828830718994
54,0.6518020033836365,1.071944236755371,0.6659131646156311,0.9146308898925781
55,0.6524776220321655,1.0689290761947632,0.6681731343269348,0.9110711812973022
56,0.6531533598899841,1.0659180879592896,0.6698679327964783,0.9076891541481018
57,0.6540541648864746,1.0629075765609741,0.6721277832984924,0.9044749140739441
58,0.6540542244911194,1.0598955154418945,0.6732577085494995,0.9014191627502441
59,0.6547299027442932,1.0568822622299194,0.6743876338005066,0.8985116481781006
60,0.6639641523361206,0.9848963022232056,0.6862521171569824,0.8611142635345459
61,0.6677929162979126,0.9799131155014038,0.6902068853378296,0.8554853796958923
62,0.6673425436019897,0.9784128069877625,0.6913368701934814,0.8520552515983582
63,0.6680181622505188,0.9772835969924927,0.6919019222259521,0.8493397831916809
64,0.6689189672470093,0.9759942293167114,0.6919019222259521,0.8468384146690369
65,0.6684685945510864,0.9744595289230347,0.6919019222259521,0.8444002866744995
66,0.6704955697059631,0.9727213978767395,0.6919019222259521,0.8420095443725586
67,0.6704955101013184,0.9708417057991028,0.6930318474769592,0.8396886587142944
68,0.6702705025672913,0.968876838684082,0.6935967803001404,0.8374549150466919
69,0.6700452566146851,0.9668667316436768,0.6941617727279663,0.8353151679039001
70,0.6707208156585693,0.9648376107215881,0.6964216828346252,0.8332667946815491
71,0.6707208156585693,0.962804913520813,0.6975516080856323,0.8313020467758179
72,0.6707208156585693,0.9607785940170288,0.6975516080856323,0.8294107913970947
73,0.671846866607666,0.9587631225585938,0.6964216232299805,0.8275828957557678
74,0.6722973585128784,0.9567585587501526,0.6981164813041687,0.825808584690094
75,0.6731981635093689,0.9547670483589172,0.6969865560531616,0.8240805864334106
76,0.6729730367660522,0.9527894258499146,0.6981164813041687,0.8223915100097656
77,0.6743243932723999,0.9508245587348938,0.6981164813041687,0.82073575258255
78,0.6736487150192261,0.9488745331764221,0.6975515484809875,0.8191097378730774
79,0.6740992069244385,0.9469378590583801,0.6986814737319946,0.8175102472305298
80,0.6822073459625244,0.8921036720275879,0.7043312191963196,0.789034366607666
81,0.681982159614563,0.8895648717880249,0.7060261964797974,0.7822422385215759
82,0.6819820404052734,0.8879005908966064,0.7065911293029785,0.7778007388114929
83,0.6831082105636597,0.8865382075309753,0.7065911293029785,0.7746123671531677
84,0.6828831434249878,0.885285496711731,0.7065911293029785,0.7722412943840027
85,0.6824325919151306,0.8840600848197937,0.7071560621261597,0.7704246044158936
86,0.6835587024688721,0.8828250169754028,0.7082860469818115,0.7689785957336426
87,0.6842343211174011,0.8815650343894958,0.7071561217308044,0.7677785754203796
88,0.6846847534179688,0.8802756667137146,0.7071561217308044,0.7667383551597595
89,0.684909999370575,0.8789602518081665,0.7077211141586304,0.7658048868179321
90,0.6846847534179688,0.877622663974762,0.7082861065864563,0.7649438977241516
91,0.6844595670700073,0.8762675523757935,0.7088510394096375,0.764133095741272
92,0.6849100589752197,0.8748995661735535,0.7088510394096375,0.763360857963562
93,0.6858108639717102,0.8735244274139404,0.7088510394096375,0.7626166939735413
94,0.6869370937347412,0.8721449971199036,0.7088510394096375,0.7618978023529053
95,0.6876127123832703,0.870765209197998,0.7094159722328186,0.7611995935440063
96,0.6878380179405212,0.8693863749504089,0.7094159126281738,0.7605198621749878
97,0.6885136961936951,0.8680111765861511,0.7099809050559998,0.7598575949668884
98,0.688739001750946,0.866641640663147,0.7094159126281738,0.7592120170593262
99,0.6889642477035522,0.8652773499488831,0.7099809050559998,0.758582592010498
